-392.4,423.1
85.7,-207.2
-294.4,-78.7
-240.5,-48.5
21.7,94.8
-379.5,-0.9
-50.9,316.9
-420.5,20.2
-184.3,-37.6
297.6,-31.3
-131.5,-134.9
-223.1,-30.6
-298.0,211.7
368.1,118.8
271.8,-327.7
-98.5,44.1
439.5,284.9
2.2,-260.7
219.7,-209.7
-249.4,294.9
371.7,405.4
-318.8,-138.1
-160.0,365.9
87.3,-319.0
-315.9,335.1
-218.2,-362.7
24.3,285.3
92.0,166.2
230.7,212.9
239.1,336.2
79.5,221.6
10.1,407.5
-177.7,219.3
-237.9,318.3
318.0,176.1
-222.0,-5.1
-365.2,-199.6
187.2,-265.6
100.8,-282.3
37.9,76.7
-249.6,367.6
104.9,109.7
-237.0,391.1
397.9,96.7
-402.7,-116.7
-301.6,361.7
39.4,-78.1
-319.0,18.5
200.7,173.9
-290.3,54.6
311.0,-135.3
-324.9,4.1
-28.8,1.1
417.4,361.9
-58.5,295.2
-336.9,340.3
-447.2,-421.5
-264.5,-189.1
48.9,293.4
-218.2,166.2
-165.9,120.6
15.9,164.3
243.9,446.5
118.5,256.3
158.4,223.9
330.8,-347.9
-72.5,169.3
-417.3,-428.2
-75.0,-55.6
109.7,418.0
47.6,115.8
-359.5,37.8
149.1,18.0
427.4,-219.9
59.3,158.7
433.5,-289.8
55.3,244.7
352.0,3.1
-109.6,-124.6
435.3,325.0
-125.0,149.6
427.8,99.9
-430.8,32.9
176.1,393.6
-223.8,401.4
208.4,113.2
50.3,310.4
365.8,-381.0
148.5,167.7
-48.8,-285.2
26.4,-273.6
-349.0,312.4
55.6,312.0
394.0,-174.7
-339.5,-408.2
-65.5,387.0
304.8,-360.3
55.6,-270.2
-336.1,235.7
-21.5,-148.4
353.2,100.8
-355.0,427.4
-74.7,-382.1
-400.9,-14.4
-156.2,-113.7
-125.9,-178.8
-247.4,-176.2
25.0,231.7
28.9,-29.4
223.4,94.7
-292.1,388.6
-343.1,-296.5
378.3,-407.0
-408.1,365.6
-444.2,-181.1
-109.7,107.1
-263.7,116.6
97.6,-418.6
-444.2,-15.6
104.7,172.0
263.3,58.3
133.9,-411.4
-203.8,-223.5
-253.2,360.7
185.9,275.7
-247.5,411.4
123.0,421.9
-303.3,-187.0
194.3,-49.7
-178.1,268.2
-407.2,322.0
-229.2,-51.1
352.5,421.5
374.2,18.3
-45.1,-289.0
415.9,-79.3
381.9,-343.7
192.7,382.2
-177.6,142.8
402.9,-0.2
438.1,291.2
-193.2,6.7
-146.0,301.3
-382.2,-66.1
248.5,410.7
-270.5,-99.6
97.1,171.7
409.3,-259.0
432.3,118.2
-415.7,-439.2


