295.00,198.00
153.00,-365.00
169.00,306.00
26.00,59.00
94.00,-49.00
-142.00,-95.00
335.00,154.00
-168.00,78.00
-113.00,-149.00
256.00,173.00
-231.00,128.00
164.00,335.00
252.00,-250.00
-248.00,-340.00
-87.00,-18.00
-159.00,-236.00
361.00,-196.00
-65.00,162.00
-326.00,167.00
-129.00,-210.00
-172.00,364.00
28.00,-229.00
-270.00,37.00
-144.00,361.00
-262.00,-281.00
321.00,-232.00
381.00,230.00
-56.00,94.00
187.00,164.00
353.00,-99.00
251.30,-247.70
-284.00,201.70
-25.70,24.60
-121.00,170.70
76.70,-102.70
-133.30,-143.60
-140.00,123.50
28.50,-25.00
-332.00,-58.90
178.20,283.10
-211.10,-60.40
-171.80,-239.80
-189.50,-116.80
190.30,237.50
93.50,171.60
-359.20,-101.30
-289.40,-73.30
-274.20,-254.00
86.80,142.90
-318.70,31.80
126.90,292.50
115.00,-56.70
40.50,254.60
1.40,321.20
13.10,-21.20
13.70,365.60
277.10,-216.90
35.30,-44.50
162.70,38.00
76.10,12.70
-112.30,-84.40
265.00,78.60
-115.30,-81.30
-338.20,75.80
132.60,154.90
-235.10,18.70
60.80,-276.00
168.60,303.50
87.60,242.40
92.60,-211.60
99.90,281.70
226.70,-97.20
-182.40,199.20
-193.80,41.10
162.70,361.90
223.60,-200.00
68.80,171.70
145.10,-255.60
-150.40,177.20
97.70,-213.20

