641.3, 637.7
106.0, 188.3
364.3, 365.4
269.0, 219.3
466.7, 492.7
256.7, 533.6
250.0, 266.5
418.5, 415.0
58.0, 448.9
568.2, 106.9
178.9, 450.4
218.2, 629.8
200.5, 506.8
580.3, 152.5
483.5, 218.4
30.8, 491.3
100.6, 463.3
115.8, 644.0
476.8, 247.1
71.3, 358.2
516.9, 97.5
505.0, 446.7
430.5, 135.4
391.4, 68.8
403.1, 411.2
403.7, 24.4
667.1, 606.9
425.3, 434.5
552.7, 352.0
466.1, 377.3
277.7, 474.4
655.0, 311.4
274.7, 471.3
51.8, 314.2
522.6, 235.1
154.9, 371.3
450.8, 666.0
558.6, 86.5
477.6, 147.6
482.6, 601.6
489.9, 108.3
616.7, 487.2
207.6, 190.8
196.2, 348.9
552.7, 28.1
613.6, 590.0
458.8, 218.3
535.1, 645.6
239.6, 212.8
487.7, 603.2
