-235.6,254.6
-286.8,-420.9
-125.3,47.5
23.4,97.1
-361.2,-432.5
-343.5,221.2
-238.0,-322.2
308.5,-93.6
-254.3,-92.4
-242.8,-291.7
-281.7,108.6
-204.7,-366.7
-115.2,298.2
-365.9,208.2
443.6,111.1
405.6,-192.0
-111.0,-195.3
-33.2,-140.4
215.1,-84.9
-243.4,410.9
-407.6,-159.4
392.7,346.0
429.0,-170.4
217.6,310.0
204.5,294.6
-224.8,-86.4
198.1,-397.2
-249.5,198.5
-10.1,274.2
428.4,-138.0
-265.9,110.0
-147.4,-264.3
-439.2,293.7
121.6,187.6
372.9,-209.9
-331.9,-110.5
-269.2,112.8
408.7,308.7
-32.9,-197.7
-231.4,-423.3
-90.8,-209.8
-358.4,-151.0
-26.1,-5.3
-80.6,121.2
-52.6,-113.9
82.7,190.9
-397.1,125.4
-182.0,151.1
-10.7,393.9
377.7,-85.8

